鄉鎮市區,每坪單價(萬)
中山區,97.81974358974358
中正區,112.043125
信義區,89.26839650145773
內湖區,87.32066666666667
北投區,66.92380208333334
南港區,86.16331615120275
士林區,82.7703125
大同區,85.07266666666666
大安區,124.57528735632184
文山區,67.77706093189964
松山區,104.9588188976378
萬華區,70.24386206896553
